Original_Index,STATIONID,CRUISEID,Loc_date,DECSLAT,DECELAT,DECSLON,DECELON,Latitude,Longitude,DEPTH_SSTA,WIND_SPD,WIND_DIR,MIN_FISH,TOT_LIVE,FIN_CATCH,CRUS_CATCH,OTHR_CATCH,CLD_COVER,SECCHI_DSK,WECOLOR,DEPTH_EMID,DEPTH_EMAX,DEPTH_EWTR,TEMPSURF,TEMPMID,TEMPMAX,SALSURF,SALMID,SALMAX,CHLORSURF,CHLORMID,CHLORMAX,OXYSURF,OXYMID,OXYMAX,TURBSURF,TURBMID,TURBMAX,AVW,Rrs_346,Rrs_348,Rrs_351,Rrs_353,Rrs_356,Rrs_358,Rrs_361,Rrs_363,Rrs_366,Rrs_368,Rrs_371,Rrs_373,Rrs_375,Rrs_378,Rrs_380,Rrs_383,Rrs_385,Rrs_388,Rrs_390,Rrs_393,Rrs_395,Rrs_398,Rrs_400,Rrs_403,Rrs_405,Rrs_408,Rrs_410,Rrs_413,Rrs_415,Rrs_418,Rrs_420,Rrs_422,Rrs_425,Rrs_427,Rrs_430,Rrs_432,Rrs_435,Rrs_437,Rrs_440,Rrs_442,Rrs_445,Rrs_447,Rrs_450,Rrs_452,Rrs_455,Rrs_457,Rrs_460,Rrs_462,Rrs_465,Rrs_467,Rrs_470,Rrs_472,Rrs_475,Rrs_477,Rrs_480,Rrs_482,Rrs_485,Rrs_487,Rrs_490,Rrs_492,Rrs_495,Rrs_497,Rrs_500,Rrs_502,Rrs_505,Rrs_507,Rrs_510,Rrs_512,Rrs_515,Rrs_517,Rrs_520,Rrs_522,Rrs_525,Rrs_527,Rrs_530,Rrs_532,Rrs_535,Rrs_537,Rrs_540,Rrs_542,Rrs_545,Rrs_547,Rrs_550,Rrs_553,Rrs_555,Rrs_558,Rrs_560,Rrs_563,Rrs_565,Rrs_568,Rrs_570,Rrs_573,Rrs_575,Rrs_578,Rrs_580,Rrs_583,Rrs_586,Rrs_588,Rrs_613,Rrs_615,Rrs_618,Rrs_620,Rrs_623,Rrs_625,Rrs_627,Rrs_630,Rrs_632,Rrs_635,Rrs_637,Rrs_640,Rrs_641,Rrs_642,Rrs_643,Rrs_645,Rrs_646,Rrs_647,Rrs_648,Rrs_650,Rrs_651,Rrs_652,Rrs_653,Rrs_655,Rrs_656,Rrs_657,Rrs_658,Rrs_660,Rrs_661,Rrs_662,Rrs_663,Rrs_665,Rrs_666,Rrs_667,Rrs_668,Rrs_670,Rrs_671,Rrs_672,Rrs_673,Rrs_675,Rrs_676,Rrs_677,Rrs_678,Rrs_679,Rrs_681,Rrs_682,Rrs_683,Rrs_684,Rrs_686,Rrs_687,Rrs_688,Rrs_689,Rrs_691,Rrs_692,Rrs_693,Rrs_694,Rrs_696,Rrs_697,Rrs_698,Rrs_699,Rrs_701,Rrs_702,Rrs_703,Rrs_704,Rrs_706,Rrs_707,Rrs_708,Rrs_709,Rrs_711,Rrs_712,Rrs_713,Rrs_714,Rrs_717,Rrs_719
234,235967,1146,2024-10-16,28.005,28.014,-83.804,-83.83,28.0095,-83.817,43.5,3.8,300.0,30.0,180.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,235968,1146,2024-10-16,28.091,28.066,-83.924,-83.922,28.0785,-83.923,44.4,3.9,44.0,30.0,264.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,235969,1146,2024-10-16,28.173,28.147,-83.757,-83.757,28.16,-83.757,37.7,5.7,54.0,30.0,113.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,235970,1146,2024-10-16,28.146,28.125,-83.596,-83.611,28.1355,-83.6035,32.9,4.9,44.0,30.0,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,235971,1146,2024-10-16,28.248,28.225,-83.296,-83.308,28.2365,-83.302,20.7,18.0,12.0,30.0,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,235972,1147,2024-06-04,28.486,28.465,-89.995,-89.992,28.4755,-89.9935,54.5,16.5,145.0,30.0,,,,,50.0,,,52.5,103.0,,27.86,22.58,20.37,36.33,36.34,36.25,0.07,0.267,0.1,6.5,5.7,4.1,94.8024,93.559,80.8635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,235973,1147,2024-06-04,28.349,28.331,-90.132,-90.145,28.34,-90.1385,43.3,13.4,148.0,30.0,23.3,,,,50.0,,,40.0,76.0,,28.13,24.47,21.45,36.26,36.53,36.52,0.029,0.084,1.016,6.5,7.0,4.5,94.775,95.1985,38.3799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,235974,1147,2024-06-05,28.287,28.266,-90.18,-90.186,28.2765,-90.183,49.6,7.5,133.0,30.0,20.7,,,,,,,44.0,85.0,,28.06,24.49,20.96,36.25,36.5,36.54,0.105,0.25,0.671,6.5,6.8,4.8,95.103,94.5397,50.6839,467.01142457978204,0.010709000751376152,0.010981501080095768,0.011160501278936863,0.010948000475764275,0.010902500711381435,0.011165001429617405,0.011416002176702023,0.011595500633120537,0.01167450100183487,0.01160450093448162,0.011551001109182835,0.011781500652432442,0.01186200138181448,0.011573501862585545,0.011523501947522163,0.01178700104355812,0.011925499886274338,0.011899000965058804,0.011686000972986221,0.011726000346243382,0.012082500383257866,0.012023001909255981,0.011603000573813915,0.011308500543236732,0.01118400041013956,0.010997500270605087,0.010854500345885754,0.010722501203417778,0.01060400065034628,0.010532001033425331,0.010374000295996666,0.01022800151258707,0.010108000598847866,0.010054501704871655,0.010060501284897327,0.009912000969052315,0.009653501212596893,0.009475001133978367,0.009310501627624035,0.009091001003980637,0.008907000534236431,0.008820000104606152,0.008711500093340874,0.008578500710427761,0.008475000970065594,0.008420000784099102,0.008381000719964504,0.008299000561237335,0.008230000734329224,0.008075001649558544,0.007929501123726368,0.007829001173377037,0.007677501067519188,0.007562501356005669,0.007466000504791737,0.007363001815974712,0.00727000180631876,0.0071455007418990135,0.006909000687301159,0.006678001023828983,0.006422500126063824,0.006151000969111919,0.005885000340640545,0.005599500611424446,0.005268000066280365,0.004908001981675625,0.004505000077188015,0.004164501093327999,0.003972999751567841,0.0038865013048052788,0.0037965010851621628,0.003686000593006611,0.0035940008237957954,0.003520500846207142,0.0034265005961060524,0.003313000313937664,0.0032210005447268486,0.0031390003859996796,0.0030305013060569763,0.002912500873208046,0.0027959998697042465,0.0026565007865428925,0.0025400016456842422,0.0024410011246800423,0.002349001355469227,0.00229050125926733,0.0022315001115202904,0.002170001156628132,0.0020815012976527214,0.0019715018570423126,0.001880001276731491,0.0017770007252693176,0.0016465019434690475,0.0015420010313391685,0.0014475006610155106,0.001378001645207405,0.0012970007956027985,0.0011865012347698212,0.0006705010309815407,0.0006505008786916733,0.0006170012056827545,0.0005780002102255821,0.0005639996379613876,0.000536501407623291,0.0005260016769170761,0.000523000955581665,0.0005000010132789612,0.0004860004410147667,0.0004995018243789673,0.00048250146210193634,0.00047200173139572144,0.00044450070708990097,0.00042800139635801315,0.00041700154542922974,0.00039700139313936234,0.0003955010324716568,0.00039300043135881424,0.00040700100362300873,0.00041200127452611923,0.0004165004938840866,0.0004110010340809822,0.00039900001138448715,0.00039250124245882034,0.0003820005804300308,0.00038350094109773636,0.0003850003704428673,0.00039250031113624573,0.00039200112223625183,0.0003960011526942253,0.0003965003415942192,0.0003950009122490883,0.00039300136268138885,0.00039850175380706787,0.00039200112223625183,0.0003854995593428612,0.0003864997997879982,0.00037800054997205734,0.0003800000995397568,0.0003760000690817833,0.0003760010004043579,0.0003805011510848999,0.0003760010004043579,0.0003725001588463783,0.00036300066858530045,0.00034800171852111816,0.0003385022282600403,0.00034200120717287064,0.00035750120878219604,0.000369001179933548,0.00036250054836273193,0.00031900033354759216,0.0002755019813776016,0.00025800056755542755,0.0002485020086169243,0.0002590008080005646,0.00024300068616867065,0.00022650137543678284,0.00021050125360488892,0.0001954995095729828,0.00019800011068582535,0.00018749944865703583,0.00017850007861852646,0.00016800127923488617,0.00014800019562244415,0.00013150181621313095,0.0001245010644197464,0.00012150034308433533,0.00011100154370069504,9.450037032365799e-05,7.350090891122818e-05,9.200163185596466e-05,0.00017250049859285355
242,235975,1147,2024-06-05,28.344,28.326,-90.621,-90.636,28.335,-90.6285,27.7,16.1,151.0,30.0,25.1,,,,,,,25.5,49.0,,27.85,26.61,23.25,36.27,36.33,30.37,0.047,0.035,1.489,6.4,6.7,6.5,95.6073,95.4739,70.2914,468.61752655766855,0.006387334316968918,0.006554445251822472,0.006779557093977928,0.0069028898142278194,0.00706688966602087,0.007416667882353067,0.007660666946321726,0.007950890809297562,0.00810355693101883,0.008119110949337482,0.00819355621933937,0.008473112247884274,0.008650889620184898,0.008484667167067528,0.008472222834825516,0.008827111683785915,0.009057334624230862,0.008996223099529743,0.008902890607714653,0.009058000519871712,0.009455778636038303,0.00950000062584877,0.009224001318216324,0.00900622271001339,0.00895288959145546,0.008858446031808853,0.00876555684953928,0.008726000785827637,0.008676666766405106,0.008658667095005512,0.008578222244977951,0.008488667197525501,0.00840889010578394,0.00839999970048666,0.008472222834825516,0.008418889716267586,0.00824822299182415,0.008123556151986122,0.007996444590389729,0.007837334647774696,0.007712889928370714,0.007662223652005196,0.007576445583254099,0.007493778131902218,0.007474001031368971,0.007474001031368971,0.0074953343719244,0.007476667407900095,0.007457112427800894,0.007369111757725477,0.0072646671906113625,0.007210222538560629,0.0071233343333005905,0.0070537785068154335,0.00701044499874115,0.0069191111251711845,0.006860667839646339,0.006776667665690184,0.0065480004996061325,0.006331779062747955,0.006095333956182003,0.005833556409925222,0.00555422343313694,0.0052473340183496475,0.004901778418570757,0.004535556770861149,0.004131779074668884,0.0037771116476505995,0.003558889962732792,0.0034691120963543653,0.0033857785165309906,0.0032997780945152044,0.003243334125727415,0.0031762239523231983,0.0030835557263344526,0.002986001083627343,0.002907778602093458,0.0028208892326802015,0.002719779033213854,0.0026140015106648207,0.0025077781174331903,0.0023766676895320415,0.0022648891899734735,0.0021757781505584717,0.002086223103106022,0.0020266675855964422,0.001977111678570509,0.0019166676793247461,0.0018468900816515088,0.001757556339725852,0.0016655565705150366,0.0015606677625328302,0.0014404455432668328,0.0013491117861121893,0.0012760005192831159,0.0011935564689338207,0.001102666836231947,0.0010031118290498853,0.0005526670720428228,0.0005417789216153324,0.0005237791338004172,0.0004962231614626944,0.00047155635547824204,0.0004480005009099841,0.00043688961886800826,0.00043155666207894683,0.0004202235140837729,0.0004124459228478372,0.00041044544195756316,0.00040866725612431765,0.00040466792415827513,0.0003953340055886656,0.0003800011472776532,0.00036066770553588867,0.00034377805422991514,0.0003388896584510803,0.000340889731887728,0.0003515564603731036,0.0003546670777723193,0.0003535561263561249,0.0003493341209832579,0.00034111199784092605,0.0003395560779608786,0.00032777877640910447,0.0003297792572993785,0.0003311125037726015,0.00033088939380832016,0.0003377787070348859,0.000336667726514861,0.00033844553399831057,0.00033533366513438523,0.00033511180663481355,0.0003364458680152893,0.0003364454605616629,0.00033489035558886826,0.0003331117331981659,0.0003335562942083925,0.0003331117331981659,0.0003297796647530049,0.0003266682324465364,0.0003231113951187581,0.00032155588269233704,0.00031822340679354966,0.0003100012836512178,0.00030466707539744675,0.00030222287750802934,0.0003031119704246521,0.00031888982630334795,0.00032377822208218277,0.00030888948822394013,0.0002757782640401274,0.00023355624580290169,0.00021844523143954575,0.00021533419203478843,0.00021200088667683303,0.0002031115145655349,0.0001864449877757579,0.0001673342485446483,0.00015733391046524048,0.00015555611753370613,0.00014555620145983994,0.00013888959074392915,0.00013177924847695976,0.00011333450675010681,0.00010777803254313767,0.00010555693006608635,0.000103334168670699,0.00010222362470813096,9.066735947271809e-05,7.333399844355881e-05,8.088970935204998e-05,0.0001271126966457814
243,235976,1147,2024-06-05,28.357,28.34,-90.945,-90.957,28.3485,-90.951,28.0,17.0,166.0,30.0,14.1,,,,,,,29.5,57.0,,27.93,26.16,22.75,36.01,36.36,36.53,,0.109,2.021,6.4,6.2,5.1,95.6728,95.2968,58.181,466.32651942850487,0.0032320022583007812,0.0028319992125034332,0.002922002226114273,0.0033420026302337646,0.003466002643108368,0.003602001816034317,0.00406000018119812,0.004523999989032745,0.004413999617099762,0.004238002002239227,0.004386000335216522,0.004736002534627914,0.004966001957654953,0.004861999303102493,0.004654001444578171,0.004836000502109528,0.00518600270152092,0.005216002464294434,0.0051719993352890015,0.0053640007972717285,0.005712002515792847,0.005772002041339874,0.005522001534700394,0.005292002111673355,0.005286000669002533,0.005249999463558197,0.0051739998161792755,0.005138002336025238,0.005122002214193344,0.005178000777959824,0.00512000173330307,0.005010001361370087,0.004966001957654953,0.004994001239538193,0.005139999091625214,0.005111999809741974,0.004976000636816025,0.004930000752210617,0.004840001463890076,0.0046800002455711365,0.004494000226259232,0.004464000463485718,0.004502002149820328,0.0044420026242733,0.004426002502441406,0.004429999738931656,0.00445999950170517,0.00445600226521492,0.004410002380609512,0.004326000809669495,0.004250001162290573,0.004195999354124069,0.004130002111196518,0.00410199910402298,0.004057999700307846,0.003995999693870544,0.003990001976490021,0.003922000527381897,0.003758002072572708,0.0036379992961883545,0.0034999996423721313,0.0033459998667240143,0.003140002489089966,0.002938002347946167,0.002734001725912094,0.0024840012192726135,0.002238001674413681,0.002062000334262848,0.0019519999623298645,0.001930002123117447,0.001857999712228775,0.0017820000648498535,0.0018000006675720215,0.0017360001802444458,0.0016719996929168701,0.0016680024564266205,0.0016500018537044525,0.0015880018472671509,0.0015280023217201233,0.0014440007507801056,0.00138000026345253,0.0013100020587444305,0.0012580007314682007,0.001230001449584961,0.001194000244140625,0.0011620000004768372,0.0011180005967617035,0.0010720007121562958,0.00102199986577034,0.0009540021419525146,0.000890001654624939,0.0008639991283416748,0.0008000023663043976,0.0007240027189254761,0.000682000070810318,0.0006479993462562561,0.0005840025842189789,0.00046800076961517334,0.00028200075030326843,0.0002660006284713745,0.00027200207114219666,0.0002540014684200287,0.0002240017056465149,0.00019999966025352478,0.00017600134015083313,0.00016799941658973694,0.0001819990575313568,0.00019799917936325073,0.00020600110292434692,0.00020600110292434692,0.00020600110292434692,0.00019999966025352478,0.00017200037837028503,0.00016200169920921326,0.00015199929475784302,0.00014600157737731934,0.0001340024173259735,0.00012800097465515137,0.00011999905109405518,0.00010799989104270935,0.00012800097465515137,0.00014200061559677124,0.00013799965381622314,0.00014800205826759338,0.00014600157737731934,0.00015800073742866516,0.00017600134015083313,0.00019200146198272705,0.00020400062203407288,0.00019600242376327515,0.00019799917936325073,0.00018399953842163086,0.00017800182104110718,0.000190000981092453,0.00019200146198272705,0.00019999966025352478,0.00020200014114379883,0.00019200146198272705,0.00017800182104110718,0.00017600134015083313,0.00018000230193138123,0.00018800050020217896,0.00019600242376327515,0.000190000981092453,0.00016999989748001099,0.00016600266098976135,0.00016200169920921326,0.0001600012183189392,0.0001640021800994873,0.00014200061559677124,0.0001100003719329834,7.800012826919556e-05,6.600096821784973e-05,6.400048732757568e-05,6.600096821784973e-05,6.600096821784973e-05,5.200132727622986e-05,3.600120544433594e-05,2.7999281883239746e-05,2.0001083612442017e-05,2.2001564502716064e-05,1.600012183189392e-05,1.000240445137024e-05,2.4002045392990112e-05,2.0001083612442017e-05,2.2001564502716064e-05,3.400072455406189e-05,2.2001564502716064e-05,1.800060272216797e-05,2.0001083612442017e-05,-1.800060272216797e-05,-1.800060272216797e-05
244,235977,1147,2024-06-07,26.599,26.577,-96.513,-96.507,26.588,-96.51,53.8,8.5,96.0,30.0,23.1,,,,,,,49.0,97.0,,29.38,22.27,20.58,33.24,36.46,36.52,0.094,0.492,0.168,6.3,6.1,5.2,95.3128,95.7469,68.5558,489.23673693918124,0.0024260003119707108,0.002528000622987747,0.002561001107096672,0.0022840015590190887,0.002193000167608261,0.002336999401450157,0.002398001030087471,0.0025150012224912643,0.0026150010526180267,0.002537000924348831,0.002431001514196396,0.002557002007961273,0.0026270002126693726,0.002366000786423683,0.002233000472187996,0.0024260003119707108,0.00255499966442585,0.002570001408457756,0.0024330001324415207,0.0024650022387504578,0.0026840008795261383,0.0028200000524520874,0.0027950014919042587,0.0026520006358623505,0.0026600025594234467,0.0026350021362304688,0.0026030000299215317,0.0026260018348693848,0.0026300009340047836,0.0026400014758110046,0.0026520006358623505,0.0026230011135339737,0.002555999904870987,0.0026330016553401947,0.0027890000492334366,0.002859000116586685,0.0027840007096529007,0.0027719996869564056,0.002764001488685608,0.002782002091407776,0.002849999815225601,0.002917001023888588,0.0029660016298294067,0.002950001507997513,0.0029739998281002045,0.0030330009758472443,0.0030889995396137238,0.0031530018895864487,0.0031790006905794144,0.0031350012868642807,0.0031350012868642807,0.0031350012868642807,0.0031170006841421127,0.0031560007482767105,0.003208000212907791,0.003267001360654831,0.0033020004630088806,0.0033110007643699646,0.003261001780629158,0.0031940005719661713,0.0031610000878572464,0.0031090006232261658,0.003080001100897789,0.003069000318646431,0.003010999411344528,0.002891000360250473,0.002717001363635063,0.002528000622987747,0.0024449992924928665,0.0024500004947185516,0.002423001453280449,0.002384999766945839,0.002363000065088272,0.0023490004241466522,0.0023010000586509705,0.0022640004754066467,0.0022449996322393417,0.0021570008248090744,0.002106001600623131,0.0020909998565912247,0.002018999308347702,0.001901000738143921,0.0018070004880428314,0.0017629992216825485,0.001715000718832016,0.0016590021550655365,0.0016380008310079575,0.0016090013086795807,0.001547001302242279,0.0014920011162757874,0.0014380011707544327,0.0013330020010471344,0.0012079998850822449,0.0011330023407936096,0.001049000769853592,0.0009700004011392593,0.0009289998561143875,0.0009300000965595245,0.00039800070226192474,0.0003850013017654419,0.0003810003399848938,0.00037400051951408386,0.00034400075674057007,0.00030300021171569824,0.00032800063490867615,0.0003490019589662552,0.00033299997448921204,0.0003350004553794861,0.0003250017762184143,0.0003150012344121933,0.0003160014748573303,0.0003100018948316574,0.0002960003912448883,0.0002950020134449005,0.0003120005130767822,0.00032200105488300323,0.0003390014171600342,0.00035900063812732697,0.00034800171852111816,0.00034400075674057007,0.00034400075674057007,0.00032200105488300323,0.0003160014748573303,0.0002900008112192154,0.0002740025520324707,0.00027700141072273254,0.00026700086891651154,0.00028300099074840546,0.00027800165116786957,0.0002660006284713745,0.0002580024302005768,0.0002490021288394928,0.0002540014684200287,0.0002610012888908386,0.00026700086891651154,0.0002600010484457016,0.00026200152933597565,0.00026800110936164856,0.0002610012888908386,0.0002650003880262375,0.00026700086891651154,0.0002500005066394806,0.0002550017088651657,0.00025200098752975464,0.00024300254881381989,0.0002610012888908386,0.0002650022506713867,0.00029800087213516235,0.0003310013562440872,0.0003250017762184143,0.0002940017729997635,0.0002480018883943558,0.00023500248789787292,0.00021900050342082977,0.00023200176656246185,0.00022800080478191376,0.00020800158381462097,0.00021600164473056793,0.00021400116384029388,0.00021200068295001984,0.00019100122153759003,0.00016999989748001099,0.0001560002565383911,0.00013300031423568726,0.00013000145554542542,0.0001290012151002884,0.00011900253593921661,0.0001140013337135315,0.00010799989104270935,9.000115096569061e-05,6.800144910812378e-05,9.800121188163757e-05
245,235978,1147,2024-06-07,26.427,26.405,-96.392,-96.383,26.416,-96.3875,49.6,7.3,71.0,30.0,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,235979,1147,2024-06-07,26.278,26.267,-96.397,-96.376,26.2725,-96.3865,43.7,6.7,84.0,30.0,22.8,,,,75.0,,,48.0,94.0,,28.91,22.04,20.45,35.15,36.51,36.58,0.271,0.584,0.151,6.4,5.6,4.8,93.7864,95.6941,78.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,235980,1147,2024-06-07,26.172,26.15,-96.418,-96.424,26.161,-96.421,41.4,2.6,221.0,30.0,39.5,,,,50.0,,,38.5,75.0,,29.69,22.37,21.39,35.44,36.49,36.44,0.082,1.43,0.487,6.4,5.9,5.4,94.4038,93.0624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,235981,1147,2024-06-07,26.165,26.154,-96.694,-96.673,26.1595,-96.6835,26.5,12.7,69.0,30.0,23.6,,,,50.0,,,23.5,45.0,,28.54,23.35,21.57,33.99,36.25,36.35,0.128,0.328,1.567,6.4,6.5,5.4,93.3866,94.7674,62.7243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,235982,1147,2024-06-07,25.985,25.985,-97.022,-96.997,25.985,-97.0095,14.2,17.2,74.0,30.0,70.7,,,,50.0,,,12.5,23.0,,28.19,26.63,23.72,35.42,35.55,35.6,0.246,0.57,1.404,6.5,6.1,4.0,81.0791,84.3333,41.2817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,235983,1147,2024-06-08,26.071,26.054,-96.977,-96.961,26.0625,-96.969,16.1,15.4,83.0,30.0,92.0,,,,25.0,,,14.5,27.0,,28.68,25.89,23.38,34.83,35.23,35.79,0.209,0.988,1.836,6.4,5.9,3.0,91.0306,79.7498,14.7491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,235984,1147,2024-06-08,26.136,26.125,-97.081,-97.06,26.1305,-97.0705,10.7,14.3,98.0,30.0,80.8,,,,,,,10.0,18.0,,27.74,27.42,25.36,34.38,34.6,34.46,0.337,0.835,2.956,4.1,4.6,5.3,92.6965,88.4166,35.7741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,235985,1147,2024-06-08,26.309,26.291,-97.023,-97.008,26.3,-97.0155,15.2,10.2,111.0,30.0,91.1,,,,,,,13.5,26.0,,29.03,25.1,24.49,32.73,35.08,35.43,0.161,1.11,1.863,5.6,5.6,5.2,94.4099,90.7102,53.3702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,235986,1147,2024-06-08,26.408,26.389,-96.857,-96.843,26.3985,-96.85,22.7,6.6,123.0,30.0,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,235987,1147,2024-06-08,26.645,26.627,-96.739,-96.722,26.636,-96.7305,35.7,6.4,123.0,31.0,29.6,,,,,,,32.0,63.0,,29.29,24.09,21.8,33.71,36.41,36.43,0.099,0.332,,6.1,6.7,5.8,95.4033,95.8423,68.5038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,235988,1147,2024-06-08,26.942,26.922,-96.621,-96.611,26.932,-96.616,54.0,6.5,114.0,30.0,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
